datetime,open,high,low,close,volume,rsi,stoch_rsi,fast_k,fast_d,macd,macdsignal,macdhist
2017-06-18 02:00:00,19.5,21.112,17.55,17.911,207925.019995,58.036648941,90.8080313571,96.9360104524,0.0,0.0,0.0,0.0
2017-06-19 02:00:00,18.0,19.799,17.8,19.0,104604.040499,60.6040669818,94.8251857278,95.2110723616,97.382360938,0.0,0.0,0.0
2017-06-20 02:00:00,19.095,19.149,17.915,18.574,145968.316856,59.1011566677,92.4736315044,92.7022828631,94.949788559,0.0,0.0,0.0
2017-06-21 02:00:00,18.574,18.899,15.924,17.179,117191.608279,54.4067806718,85.1284961388,90.809104457,92.9074865606,0.0,0.0,0.0
2017-06-22 02:00:00,17.219,17.699,16.56,17.227,63982.9769011,54.5387943127,85.3350535308,87.645727058,90.3857047927,0.0,0.0,0.0
2017-06-23 02:00:00,17.289,18.129,17.101,17.749,69122.570793,56.010515779,87.6378075922,86.0337857539,88.162872423,0.0,0.0,0.0
2017-06-24 02:00:00,17.63,17.799,16.0,16.539,89981.2342941,51.8744980794,81.166317046,84.7130593897,86.1308574005,0.0,0.0,0.0
2017-06-25 02:00:00,16.431,19.0,15.555,16.376,209890.559018,51.3319580085,80.3174224825,83.0405157069,84.5957869502,0.0,0.0,0.0
2017-06-26 02:00:00,16.449,17.732,13.01,15.59,213360.025652,48.721239084,76.2325166464,79.2387520583,82.3307757183,0.0,0.0,0.0
2017-06-27 02:00:00,15.579,16.199,13.36,15.97,217502.379836,50.0268067265,78.2752952972,78.275078142,80.1847819691,0.0,0.0,0.0
2017-06-28 02:00:00,15.97,16.8,14.879,16.47,172053.484508,51.7444175335,80.9627843041,78.4901987492,78.6680096499,0.0,0.0,0.0
2017-06-29 02:00:00,16.47,16.649,15.25,15.749,82172.4413515,49.1558637484,76.9125595309,78.7168797107,78.4940522007,0.0,0.0,0.0
2017-06-30 02:00:00,15.749,16.275,14.75,15.227,104267.335614,47.3343426019,74.0624854414,77.3126097588,78.1732294063,0.0,0.0,0.0
2017-07-01 02:00:00,15.227,15.351,14.0,14.5,63798.7973107,44.873726461,70.2124404827,73.7291618183,76.586217096,0.00598307590765,0.507105300513,-0.501122224606
2017-07-02 02:00:00,14.515,15.444,14.111,15.439,98725.4727528,48.5445145881,19.2817446744,54.5188901995,68.5202205922,-0.0446985428308,0.396744531845,-0.441443074675
2017-07-03 02:00:00,15.388,15.687,14.787,15.267,85382.0426696,47.923444658,16.0194175114,35.1712008895,54.4730843025,-0.0976177763971,0.297872070196,-0.395489846593
2017-07-04 02:00:00,15.191,16.0,15.159,15.336,106003.077243,48.2058873354,17.5030192346,17.6013938068,35.7638282986,-0.13246198758,0.211805258641,-0.344267246221
2017-07-05 02:00:00,15.412,15.5,14.964,15.241,27512.5253638,47.8264330038,18.7707732001,17.431069982,23.4012215594,-0.165830392494,0.136278128414,-0.302108520908
2017-07-06 02:00:00,15.245,15.623,14.889,15.399,42188.2527261,48.5422022743,23.3210197097,19.8649373815,18.2991337234,-0.177479936031,0.073526515525,-0.251006451556
2017-07-07 02:00:00,15.35,15.534,14.0,14.075,75486.8109784,43.2583322227,0.0,14.0305976366,17.1088683334,-0.290202741525,0.000780664114882,-0.29098340564
2017-07-08 02:00:00,14.235,14.438,13.2,14.389,54242.7975222,44.7731266911,11.8787065894,11.7332420997,15.2095923726,-0.350162743078,-0.0694080173236,-0.280754725754
2017-07-09 02:00:00,14.397,14.807,13.75,13.75,16650.6122465,42.3297125552,0.0,3.95956886314,9.90780286649,-0.444123852635,-0.144351184386,-0.299772668249
2017-07-10 02:00:00,13.75,14.964,11.654,12.51,151170.955002,38.0484984627,0.0,3.95956886314,6.55079327533,-0.611596244993,-0.237800196507,-0.373796048486
2017-07-11 02:00:00,12.51,13.62,11.0,12.266,195578.354978,37.2606030243,0.0,4.14483262527e-14,2.63971257543,-0.755301438493,-0.341300444904,-0.414000993589
2017-07-12 02:00:00,12.266,17.346,11.587,16.508,313120.544994,54.6191528093,100.0,33.3333333333,12.4309673988,-0.520890391366,-0.377218434197,-0.143671957169
2017-07-13 02:00:00,16.501,17.24,14.352,15.402,134624.883448,50.7308619694,77.6001400575,59.2000466858,30.8444600064,-0.419526859955,-0.385680119349,-0.0338467406067
2017-07-14 02:00:00,15.402,15.815,14.052,14.799,106374.088031,48.721644946,66.0253423455,81.2084941343,57.9139580512,-0.383432618993,-0.385230619277,0.00179800028476
2017-07-15 02:00:00,14.948,14.948,12.51,12.653,199146.600539,42.3754898292,29.4660951994,57.6971925341,66.0352444514,-0.521974935971,-0.412579482616,-0.109395453355
2017-07-16 02:00:00,12.827,13.289,11.2,12.179,293473.190845,41.118579188,22.2252216432,39.238886396,59.3815243548,-0.662383019803,-0.462540190053,-0.199842829749
2017-07-17 02:00:00,12.179,13.684,12.109,13.15,118675.911914,44.6893985398,42.7961759913,31.4958309446,42.8106366249,-0.687382139389,-0.50750857992,-0.179873559468
2017-07-18 02:00:00,13.16,14.217,12.685,13.763,174573.557993,46.8513790875,55.2510214392,40.0908063579,36.9418412328,-0.650234644598,-0.536053792856,-0.114180851742
2017-07-19 02:00:00,13.763,14.063,12.326,12.414,64651.0358552,42.9279652569,32.6488232188,43.5653402164,38.3839925063,-0.721332936206,-0.573109621526,-0.14822331468
2017-07-20 02:00:00,12.414,13.972,12.321,13.899,99229.11749,48.0192535985,61.978971213,49.9596052903,44.5385839549,-0.650354869104,-0.588558671042,-0.0617961980623
2017-07-21 02:00:00,13.899,15.0,13.499,13.713,96538.0419718,47.4558629401,58.7333621882,51.12038554,48.2151103489,-0.602171427709,-0.591281222375,-0.0108902053344
2017-07-22 02:00:00,13.782,14.58,13.782,14.24,55151.6366389,49.2484097327,69.0599552206,63.2574295406,54.7791401236,-0.51551862972,-0.576128703844,0.0606100741241
2017-07-23 02:00:00,14.328,14.43,13.4,13.861,52883.1645913,47.9972293143,61.852092617,63.2151366753,59.1976505853,-0.471987022979,-0.555300367671,0.0833133446918
2017-07-24 02:00:00,13.812,13.987,13.555,13.87,25343.1155262,48.0305418854,62.0440013397,64.3186830591,63.5970830917,-0.431784345072,-0.530597163151,0.0988128180796
2017-07-25 02:00:00,13.87,13.87,12.0,12.664,116645.586189,44.0160848166,38.9173166883,54.2711368816,60.6016522053,-0.491571029388,-0.522791936399,0.0312209070105
2017-07-26 02:00:00,12.614,12.95,12.261,12.673,72562.9070006,44.0531621948,39.130913899,46.6974106423,55.0957435277,-0.532092550954,-0.52465205931,-0.00744049164402
2017-07-27 02:00:00,12.678,12.749,12.4,12.549,36413.4114987,43.6301618824,36.6940725868,38.2474343914,46.4053273051,-0.567668186927,-0.533255284833,-0.034412902094
2017-07-28 02:00:00,12.461,12.559,11.85,12.01,70290.9818346,41.7774758982,26.0210266979,33.9486710612,39.6311720316,-0.632068834064,-0.553017994679,-0.0790508393846
2017-07-29 02:00:00,11.957,12.351,11.327,12.346,47949.4319417,43.3701961418,16.6779354487,26.4643449112,32.8868167879,-0.648518699096,-0.572118135563,-0.0764005635336
2017-07-30 02:00:00,12.346,12.389,11.8,11.803,16851.3044757,41.4244134782,3.18170300568,15.2935550508,25.2355236744,-0.697332482821,-0.597161005014,-0.100171477807
2017-07-31 02:00:00,11.801,12.105,11.437,11.958,30470.9729959,42.2107542187,13.4341672266,11.097935227,17.6186117296,-0.715265418984,-0.620781887808,-0.0944835311757
2017-08-01 02:00:00,11.895,13.0,11.72,12.379,87493.9188972,44.3660809814,39.945504098,18.8537914434,15.0817605737,-0.687580221744,-0.634141554596,-0.0534386671487
2017-08-02 02:00:00,12.479,12.935,12.026,12.275,37453.1415015,43.9359837644,34.6551451582,29.3449388276,19.765555166,-0.6663501644,-0.640583276556,-0.0257668878433
2017-08-03 02:00:00,12.279,13.06,12.186,12.919,38128.8139667,47.2974493252,75.0644000314,49.8883497626,32.6956933445,-0.590749975148,-0.630616616275,0.0398666411267
2017-08-04 02:00:00,13.0,13.028,12.52,12.561,23617.9256459,45.6797626908,54.3884362183,54.7026604693,44.6453163532,-0.553345268752,-0.61516234677,0.0618170780177
2017-08-05 02:00:00,12.581,13.38,12.3,13.236,68138.3322198,49.1630241108,98.9086699536,76.1205020678,60.2371707665,-0.463887504269,-0.58490737827,0.121019874001
2017-08-06 02:00:00,13.276,13.59,13.0,13.051,25074.2503896,48.2618162583,87.390159167,80.2290884463,70.3507503278,-0.403270879625,-0.548580078541,0.145309198916
2017-08-07 02:00:00,13.057,13.299,12.687,12.979,54875.5966665,47.8987380727,82.7495870894,89.6828054033,82.0107986391,-0.356927132344,-0.510249489301,0.153322356958
2017-08-08 02:00:00,12.848,13.98,12.845,13.772,72625.5831514,52.1144471236,100.0,90.0465820855,86.6528253117,-0.253291123707,-0.458857816182,0.205566692476
2017-08-09 02:00:00,13.62,14.13,12.9,13.111,63013.163653,48.6296257179,67.4012119951,83.3835996948,87.7043290612,-0.22193765684,-0.411473784314,0.189536127474
2017-08-10 02:00:00,13.112,13.576,12.973,13.035,38935.0827273,48.2355940797,63.7152400769,77.0388173573,83.4896663792,-0.200906448819,-0.369360317215,0.168453868396
2017-08-11 02:00:00,13.035,13.258,12.8,12.854,17098.5799995,47.2664746507,54.6496051015,61.9220190578,74.1148120367,-0.196578220895,-0.334803897951,0.138225677056
2017-08-12 02:00:00,13.039,13.07,12.3,12.499,22827.5556166,45.3670212205,36.8811537272,51.7486663019,63.569834239,-0.219266039805,-0.311696326322,0.0924302865168
2017-08-13 02:00:00,12.499,12.599,11.76,12.083,37514.7444414,43.2052682683,16.6590195047,36.0632594445,49.9113149347,-0.267727823398,-0.302902625737,0.0351748023393
2017-08-14 02:00:00,12.105,12.549,11.8,11.835,21349.0610758,41.9394373907,4.81779505668,19.4526560962,35.7548606142,-0.322428903724,-0.306807881334,-0.0156210223893
2017-08-15 02:00:00,11.917,11.977,11.1,11.332,35738.180956,39.4487594596,0.0,7.15893818712,20.8916179093,-0.401736828153,-0.325793670698,-0.075943157455
2017-08-16 02:00:00,11.44,12.439,11.21,12.079,30051.7139232,44.6367383033,40.9608935681,15.2595628749,13.9570523861,-0.39970472532,-0.340575881622,-0.0591288436973
2017-08-17 02:00:00,12.0,12.124,11.21,11.754,42377.7685251,42.9361847991,27.5344334393,22.8317756691,15.0834255771,-0.419483508281,-0.356357406954,-0.0631261013272
2017-08-18 02:00:00,11.756,12.193,11.1,11.432,37788.7625033,41.2806224726,14.4631942739,27.6528404271,21.9147263237,-0.455885876604,-0.376263100884,-0.07962277572
2017-08-19 02:00:00,11.455,11.85,11.0,11.62,19114.3750065,42.6523523813,25.2934779907,22.430368568,24.3049948881,-0.464213819004,-0.393853244508,-0.070360574496
2017-08-20 02:00:00,11.62,12.05,11.38,11.956,25321.158217,45.0882703304,44.5258956353,28.0941893,26.059132765,-0.438644955426,-0.402811586692,-0.035833368734
2017-08-21 02:00:00,11.954,12.8,11.822,12.683,71102.7104393,49.9733591249,83.095367141,50.9715802557,33.8320460412,-0.355619265096,-0.393373122373,0.0377538572767
2017-08-22 02:00:00,12.454,12.78,11.51,12.4,41750.4373718,48.1998477899,69.0928796168,65.5713807977,48.2123834511,-0.309093504694,-0.376517198837,0.0674236941429
2017-08-23 02:00:00,12.4,14.227,12.16,13.229,155103.604874,53.3523931896,100.0,84.0627489193,66.8685699909,-0.202988210878,-0.341811401245,0.138823190367
2017-08-24 02:00:00,13.052,14.0,12.828,13.03,48108.5830087,52.0323394,90.5056921432,86.5328572533,78.7223289901,-0.133418670585,-0.300132855113,0.166714184528
2017-08-25 02:00:00,12.92,13.198,12.633,12.906,31233.8506828,51.1937445942,84.4742127324,91.6599682919,87.4185248215,-0.0872839176994,-0.25756306763,0.170279149931
2017-08-26 02:00:00,12.906,13.0,12.548,12.888,32921.0534137,51.0668049546,83.56121659,86.1803738219,88.124399789,-0.0515796649518,-0.216366387095,0.164786722143
2017-08-27 02:00:00,12.888,13.795,12.6,13.505,54014.7505509,55.1198057515,100.0,89.3451431075,89.0618284071,0.0262009281119,-0.167852924053,0.194053852165
2017-08-28 02:00:00,13.505,13.66,12.874,13.161,40791.4456665,52.5418203822,83.5493730202,89.0368632034,88.1874600442,0.0593999576848,-0.122402347706,0.181802305391
2017-08-29 02:00:00,13.161,13.481,12.8,13.2,27986.8872585,52.8076963298,85.2459792498,89.5984507567,89.3268190225,0.0878447819065,-0.0803529217833,0.16819770369
2017-08-30 02:00:00,13.2,13.46,13.12,13.381,26326.1392982,54.0763619388,93.3415817088,87.3789779929,88.671430651,0.123568279152,-0.0395686815961,0.163136960749
2017-08-31 02:00:00,13.381,14.26,13.318,14.182,52542.9133832,59.2298489925,100.0,92.8625203195,89.9466496897,0.214046024526,0.0111542596283,0.202891764898
2017-09-01 02:00:00,14.182,18.999,13.895,18.849,271912.593492,75.942597132,100.0,97.7805272363,92.6740085163,0.654790172331,0.139881442169,0.514908730162
2017-09-02 02:00:00,18.877,19.686,15.9,16.9,191497.332878,64.2552226864,66.2818562402,88.7606187467,93.1345554342,0.837164759103,0.279338105556,0.557826653547
2017-09-03 02:00:00,16.9,17.644,15.8,16.547,99963.8476192,62.4069903811,60.9496952096,75.7438504833,87.4283321554,0.942350948066,0.411940674058,0.530410274008
2017-09-04 02:00:00,16.478,16.495,13.7,14.25,113258.672088,52.0549613581,31.0840308189,52.7718607563,72.4254433288,0.830786270495,0.495709793345,0.33507647715
2017-09-05 02:00:00,14.25,14.987,13.891,14.751,68064.0104509,53.8298031152,33.5757541515,41.8698267267,56.7951793221,0.773876209486,0.551343076573,0.222533132913
2017-09-06 02:00:00,14.751,16.33,14.75,16.3,77958.2424569,58.8356735959,44.5558360549,36.4052070084,43.6822981638,0.844036404314,0.609881742121,0.234154662193
2017-09-07 02:00:00,16.3,16.468,15.2,15.45,38432.4093636,55.3375567704,25.7281961944,34.6199288003,37.6316541785,0.821580301637,0.652221454025,0.169358847613
2017-09-08 02:00:00,15.45,15.6,13.65,14.317,92834.5060173,51.0397942216,10.2367158952,26.8402493815,32.6217950634,0.704241984137,0.662625560047,0.0416164240899
2017-09-09 02:00:00,14.317,14.317,13.0,13.65,48416.2780074,48.675208204,0.0,11.9883040299,24.4828274039,0.551076727017,0.640315793441,-0.0892390664242
2017-09-10 02:00:00,13.65,13.8,12.3,12.902,66779.7430513,46.128827576,0.0,3.41223863173,14.0802640144,0.365125864863,0.585277807725,-0.220151942863
2017-09-11 02:00:00,12.902,13.798,12.597,12.943,31484.9773567,46.2924572195,0.548839164025,0.182946388008,5.19449634987,0.218547544202,0.511931755021,-0.293384210819
2017-09-12 02:00:00,12.943,13.665,12.4,12.599,50637.4394617,45.0720181938,0.0,0.182946388008,1.25937713592,0.0737748138362,0.424300366784,-0.350525552948
2017-09-13 02:00:00,12.599,12.599,11.2,11.85,67343.2211776,42.4810987652,0.0,0.182946388008,0.182946388008,-0.100241140882,0.319392065251,-0.419633206132
2017-09-14 02:00:00,11.85,12.145,8.541,8.6,161936.554968,33.581385817,0.0,7.38668385717e-14,0.121964258672,-0.494695337417,0.156574584717,-0.651269922134
2017-09-15 02:00:00,8.6,10.7,7.111,9.846,167556.303302,38.8037669957,12.3282149319,4.10940497729,1.43078378843,-0.698707082994,-0.0144817488251,-0.684225334169
2017-09-16 02:00:00,9.846,10.422,9.25,9.569,48099.6471621,38.0962263692,10.6579590431,7.66205799166,3.92382098965,-0.872679737415,-0.186121346543,-0.686558390872
2017-09-17 02:00:00,9.569,9.727,8.71,9.4,38182.503273,37.6511934725,9.6073920672,10.8645220141,7.54532832767,-1.01251951239,-0.351400979712,-0.661118532677
2017-09-18 02:00:00,9.4,10.5,9.354,10.25,81585.0883081,41.3147291837,18.2557182069,12.8403564391,10.4556454816,-1.04273563794,-0.489667911358,-0.553067726583
2017-09-19 02:00:00,10.25,10.393,9.512,9.626,52853.4513362,39.5041815475,19.3089496946,15.7240199896,13.1429661476,-1.10430399115,-0.612595127315,-0.49170886383
2017-09-20 02:00:00,9.626,9.845,9.218,9.327,43682.1028361,38.6420360119,17.5560938663,18.3735872559,15.6459878949,-1.16380849589,-0.722837801031,-0.440970694862
2017-09-21 02:00:00,9.327,9.57,8.1,8.656,60329.189857,36.7306583823,12.4702489846,16.4450975152,16.8475682536,-1.25069312502,-0.828408865828,-0.422284259188
2017-09-22 02:00:00,8.656,8.895,8.151,8.687,26755.867857,36.8839063495,13.0770685807,14.3678038105,16.3954961939,-1.30203928031,-0.923134948725,-0.378904331587
2017-09-23 02:00:00,8.687,9.208,8.54,8.848,31256.5073202,37.7163759864,16.3734182707,13.973578612,14.9288266459,-1.31458639024,-1.00142523703,-0.313161153213
2017-09-24 02:00:00,8.848,9.039,8.61,8.88,18944.7544113,37.8893764316,19.8012353541,16.4172407352,14.9195410526,-1.30688299899,-1.06251678942,-0.244366209566
2017-09-25 02:00:00,8.88,9.5,8.748,9.22,41805.7659541,39.7777512155,35.4921551543,23.8889362597,18.0932518689,-1.25883181782,-1.1017797951,-0.157052022716
2017-09-26 02:00:00,9.22,10.3,9.13,9.699,56050.1225678,42.3991709956,58.4198286725,37.9044063936,26.0701944628,-1.16862839305,-1.11514951469,-0.0534788783592
2017-09-27 02:00:00,9.699,11.388,9.65,11.0,92863.3947069,48.8273535642,100.0,64.6373279423,42.1435568652,-0.980855015888,-1.08829061493,0.107435599041
2017-09-28 02:00:00,11.0,12.0,10.681,11.093,118127.447822,49.2574504953,100.0,86.1399428908,62.8938924089,-0.815142483744,-1.03366098869,0.218518504948
2017-09-29 02:00:00,11.093,11.5,10.186,10.7,62493.5969424,47.466219284,88.573463761,96.191154587,82.3228084734,-0.707371782107,-0.968403147375,0.261031365268
2017-09-30 02:00:00,10.7,11.426,10.582,11.079,42236.0210245,49.3533669985,100.0,96.191154587,92.8407506883,-0.584641212082,-0.891650760316,0.307009548234
2017-10-01 02:00:00,11.079,11.249,10.5,10.747,47393.2145409,47.7566465961,89.8762217375,92.8165618328,95.0662903356,-0.508306535145,-0.814981915282,0.306675380137
2017-10-02 02:00:00,10.74,11.045,10.502,10.52,22999.6736005,46.6599831252,78.6623936655,89.512871801,92.8401960736,-0.460815759366,-0.744148684099,0.283332924733
2017-10-03 02:00:00,10.52,10.694,10.02,10.412,21473.4289629,46.1245581687,74.4206340498,80.9864164842,87.7719500394,-0.426971809575,-0.680713309194,0.253741499619
2017-10-04 02:00:00,10.412,10.516,10.052,10.071,15657.8977933,44.4147749101,60.8753379437,71.3194552196,80.606247835,-0.422792398091,-0.629129126973,0.206336728882
2017-10-05 02:00:00,10.071,10.369,9.85,10.229,37967.9834829,45.4109733081,68.7674507094,68.0211409009,73.4423375349,-0.402095794813,-0.583722460541,0.181626665728
2017-10-06 02:00:00,10.229,10.599,10.197,10.439,14519.3224912,46.7584713209,79.4426397974,69.6951428168,69.6785796458,-0.364546082333,-0.539887184899,0.175341102567
2017-10-07 02:00:00,10.439,10.5,10.208,10.445,8474.28567478,46.7983378914,79.7584719355,75.9895208141,71.2352681773,-0.330493788141,-0.498008505548,0.167514717407
2017-10-08 02:00:00,10.445,10.595,10.202,10.202,19612.1201823,45.3375069534,68.1854333547,75.7955150292,73.82672622,-0.319432944678,-0.462293393374,0.142860448696
2017-10-09 02:00:00,10.202,10.278,9.35,9.664,38660.186552,42.236103172,42.9224404586,63.6221152496,71.8023836976,-0.35004415912,-0.439843546523,0.0897993874031
2017-10-10 02:00:00,9.664,9.847,9.512,9.629,15229.4005181,42.0373333072,37.1312250419,49.4130329517,62.9435544102,-0.372830219903,-0.426440881199,0.0536106612957
2017-10-11 02:00:00,9.629,9.799,9.502,9.63,10967.3069878,42.045612994,36.2547102442,38.7694585815,50.6015355943,-0.386353997214,-0.418423504402,0.0320695071885
2017-10-12 02:00:00,9.63,10.029,9.5,9.81,23197.153657,43.5867737265,39.7783557466,37.7214303442,41.9679739592,-0.378187680323,-0.410376339586,0.0321886592632
2017-10-13 02:00:00,9.81,10.352,9.211,10.1,57098.9970409,46.0429755083,54.7515548743,43.5948736217,40.0285875158,-0.34434583455,-0.397170238579,0.0528244040286
2017-10-14 02:00:00,10.1,10.43,9.932,10.182,17777.9198609,46.7396531735,64.2741691026,52.9346932411,44.7503324023,-0.307366088323,-0.379209408528,0.0718433202045
2017-10-15 02:00:00,10.182,10.418,9.8,9.957,16093.9297646,45.0440698996,41.0979052218,53.3745430662,49.968036643,-0.292839323179,-0.361935391458,0.0690960682792
2017-10-16 02:00:00,9.957,10.278,9.857,10.111,22616.3191475,46.4566285645,60.4056165375,55.2592302873,53.8561555315,-0.265835853927,-0.342715483952,0.0768796300249
2017-10-17 02:00:00,10.111,10.5,9.9,10.116,28578.7461781,46.5040626961,61.0539751104,54.1858322899,54.2732018811,-0.241250960879,-0.322422579337,0.0811716184587
2017-10-18 02:00:00,10.116,10.12,9.15,9.7,25182.5845725,43.1266565021,19.0463984028,46.8353300169,52.093464198,-0.252425179021,-0.308423099274,0.0559979202526
2017-10-19 02:00:00,9.7,9.868,9.41,9.564,11440.8996667,42.0654677479,0.590934963597,26.8971028256,42.6394217108,-0.269152270968,-0.300568933613,0.0314166626449
2017-10-20 02:00:00,9.564,9.671,9.371,9.474,10773.2463377,41.3500569334,0.0,6.54577778879,26.7594035438,-0.286369767268,-0.297729100344,0.0113593330757
2017-10-21 02:00:00,9.474,9.567,9.101,9.172,10492.0960589,38.9861339593,0.0,0.196978321199,11.2132863119,-0.320686953632,-0.302320671001,-0.0183662826301
2017-10-22 02:00:00,9.172,9.444,9.043,9.052,6594.95575586,38.067350636,0.0,6.20614670765e-14,2.24758537,-0.353491735499,-0.312554883901,-0.0409368515978
2017-10-23 02:00:00,9.052,9.09,8.332,8.62,53263.6867478,34.9195779767,0.0,6.20614670765e-14,0.0656594403997,-0.409626630289,-0.331969233179,-0.0776573971107
2017-10-24 02:00:00,8.62,9.377,8.3,8.976,28929.5873698,39.3133645432,36.9885964363,12.3295321454,4.10984404848,-0.42053999082,-0.349683384707,-0.070856606113
2017-10-25 02:00:00,8.976,9.068,8.72,8.948,10288.3983615,39.0928067434,35.3062793355,24.0982919239,12.1426080231,-0.426531484218,-0.365053004609,-0.0614784796087
2017-10-26 02:00:00,8.948,9.199,8.75,8.9,18935.1730251,38.6973710985,31.9608213896,34.7518990538,23.7265743744,-0.430193976376,-0.378081198962,-0.0521127774135
2017-10-27 02:00:00,8.9,8.979,8.76,8.94,16313.4645301,39.2415396191,36.5645866915,34.6105624722,31.1535844833,-0.424970071641,-0.387458973498,-0.0375110981428
2017-10-28 02:00:00,8.94,9.097,8.592,8.948,26335.6066211,39.3559331769,37.5323771324,35.3525950712,34.9050188657,-0.415396128368,-0.393046404472,-0.0223497238961
2017-10-29 02:00:00,8.948,9.499,8.948,9.191,21941.2553167,42.8297742048,66.9217081648,47.0062239963,38.9897938466,-0.383776701264,-0.391192463831,0.00741576256619
2017-10-30 01:00:00,9.191,9.369,9.1,9.232,7062.9315908,43.4108877854,71.8380354378,58.764040245,47.0409531042,-0.351359466909,-0.383225864446,0.031866397537
2017-10-31 01:00:00,9.232,9.299,9.0,9.03,8330.46230673,41.2177215556,53.2834476433,64.014397082,56.5948871078,-0.33807121245,-0.374194934047,0.0361237215971
2017-11-01 01:00:00,9.03,9.226,8.78,8.78,21715.929948,38.6500441765,32.2022626826,52.4412485879,58.4065619716,-0.343750543429,-0.368106055923,0.024355512494
2017-11-02 01:00:00,8.78,8.98,8.372,8.41,35254.9908995,35.2016988457,2.4353337746,29.3070147002,48.5875534567,-0.373798446124,-0.369244533964,-0.00455391216019
2017-11-03 01:00:00,8.41,10.5,8.41,10.5,75630.0688379,57.7990144386,100.0,44.8791988191,42.2091540357,-0.226356792153,-0.340666985602,0.114310193448
2017-11-04 01:00:00,10.5,10.69,9.653,10.035,62215.3587967,53.397054015,80.7601886045,61.0651741264,45.0837958819,-0.145354279303,-0.301604444342,0.156250165039
2017-11-05 01:00:00,10.035,12.209,10.013,11.4,129769.42479,62.3422307852,100.0,93.5867295348,66.5103674934,0.028654575828,-0.235552640308,0.264207216136
2017-11-06 01:00:00,11.4,13.398,11.31,12.158,176015.196863,66.1731469318,100.0,93.5867295348,82.7462110653,0.225126988528,-0.143416714541,0.368543703069
2017-11-07 01:00:00,12.158,12.55,11.5,11.6,48412.3234462,61.2959138312,84.3946363131,94.7982121044,93.990557058,0.33197999576,-0.0483373724805,0.380317368241
2017-11-08 01:00:00,11.6,12.18,11.15,12.094,60529.8384909,63.805250798,92.4235976466,92.2727446532,93.5525620975,0.451320898911,0.0515942817977,0.399726617113
2017-11-09 01:00:00,12.094,12.5,11.965,12.311,78838.1215177,64.8683230224,95.8250402976,90.8810914191,92.6506827256,0.55698888971,0.15267320338,0.40431568633
2017-11-10 01:00:00,12.311,13.0,11.5,12.312,88301.6249934,64.8733745512,95.8033206035,94.6839861826,92.6126074183,0.633509521935,0.248840467091,0.384669054844
2017-11-11 01:00:00,12.312,16.163,12.145,16.162,283618.29645,77.8825293452,100.0,97.2094536337,94.2581770784,0.993364609611,0.397745295595,0.595619314016
