datetime,open,high,low,close,volume,rsi,macd,macdsignal,macdhist,fastk,fastd
2018-01-03 01:00:00,713.0,781.0,703.07,779.44,60739.1767258,73.6856093996,62.0374669143,56.8953675156,5.1420993987,100.0,99.0167392436
2018-01-04 01:00:00,779.22,831.49,750.26,791.98,68129.151055,74.4584069583,68.8326488142,59.2828237753,9.54982503894,100.0,100.0
2018-01-05 01:00:00,791.98,840.0,768.0,807.55,70948.4124032,75.4234979336,74.6141429089,62.349087602,12.2650553069,100.0,100.0
2018-01-06 01:00:00,807.55,835.0,794.04,830.56,33426.176576,76.8175902719,80.1290554571,65.905081173,14.223974284,100.0,100.0
2018-01-07 01:00:00,830.56,899.02,818.0,899.02,55209.5845559,80.3829970569,88.9979008386,70.5236451062,18.4742557325,100.0,100.0
2018-01-08 01:00:00,899.02,989.68,806.9,959.0,109620.898599,82.8689291972,99.716934675,76.3623030199,23.3546316551,100.0,100.0
2018-01-09 01:00:00,958.2,1079.5,952.12,1069.01,85748.472268,86.2984705711,115.75438928,84.2407202719,31.5136690079,100.0,100.0
2018-01-10 01:00:00,1070.0,1150.4,1000.0,1031.03,80312.7289785,80.3200945587,123.970464662,92.18666915,31.7837955122,0.0,66.6666666667
2018-01-11 01:00:00,1031.02,1099.24,961.02,1003.88,20839.653532,76.2534236217,126.828979966,99.1151313131,27.7138486525,0.0,33.3333333333
2018-01-12 01:00:00,1003.88,1010.0,1002.92,1006.0,0.1,76.3540985679,127.792329791,104.850571009,22.941758782,2.47561083151,0.825203610504
2018-01-13 01:00:00,700.0,1497.09,700.0,1141.31,30709.8473501,81.6898065263,137.884728317,111.45740247,26.4273258466,100.0,34.1585369438
2018-01-14 01:00:00,1143.58,1150.0,1042.07,1119.0,41048.4385195,78.5428050733,142.440827124,117.654087401,24.7867397234,41.0199831493,47.8318646603
2018-01-15 01:00:00,1119.3,1147.31,1040.0,1045.89,54072.1127763,69.142612362,138.555026166,121.834275154,16.7207510119,0.0,47.0066610498
2018-01-16 01:00:00,1045.89,1048.36,706.0,859.08,228148.557018,52.0129187624,119.029398336,121.273299791,-2.24390145426,0.0,13.6733277164
