,period,fast_k_period,fast_d_period,selling_rsi,selling_stoch_rsi,buying_rsi,busying_stoch_rsi,buying_confirmed_pullish,buying_rsi_pullish,buying_macdhist,balance,profit,recorded_transaction,recommendation
935,17,3,3,70,85,25,25,15,60,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
936,17,3,3,70,85,25,25,20,50,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
937,17,3,3,70,85,25,25,20,50,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
938,17,3,3,70,85,25,25,20,50,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
939,17,3,3,70,85,25,25,20,55,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
940,17,3,3,70,85,25,25,20,55,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
941,17,3,3,70,85,25,25,20,55,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
942,17,3,3,70,85,25,25,20,60,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
943,17,3,3,70,85,25,25,20,60,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
944,17,3,3,70,85,25,25,20,60,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
945,17,3,3,70,85,30,5,10,50,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
946,17,3,3,70,85,30,5,10,50,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
947,17,3,3,70,85,30,5,10,50,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
948,17,3,3,70,85,30,5,10,55,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
949,17,3,3,70,85,30,5,10,55,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
950,17,3,3,70,85,30,5,10,55,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
951,17,3,3,70,85,30,5,10,60,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
952,17,3,3,70,85,30,5,10,60,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
953,17,3,3,70,85,30,5,10,60,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
954,17,3,3,70,85,30,5,15,50,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
955,17,3,3,70,85,30,5,15,50,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
956,17,3,3,70,85,30,5,15,50,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
957,17,3,3,70,85,30,5,15,55,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
958,17,3,3,70,85,30,5,15,55,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
959,17,3,3,70,85,30,5,15,55,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
960,17,3,3,70,85,30,5,15,60,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
961,17,3,3,70,85,30,5,15,60,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
962,17,3,3,70,85,30,5,15,60,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
963,17,3,3,70,85,30,5,20,50,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
964,17,3,3,70,85,30,5,20,50,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
965,17,3,3,70,85,30,5,20,50,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
966,17,3,3,70,85,30,5,20,55,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
967,17,3,3,70,85,30,5,20,55,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
968,17,3,3,70,85,30,5,20,55,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
969,17,3,3,70,85,30,5,20,60,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
970,17,3,3,70,85,30,5,20,60,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
971,17,3,3,70,85,30,5,20,60,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
972,17,3,3,70,85,30,10,10,50,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
973,17,3,3,70,85,30,10,10,50,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
974,17,3,3,70,85,30,10,10,50,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
975,17,3,3,70,85,30,10,10,55,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
976,17,3,3,70,85,30,10,10,55,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
977,17,3,3,70,85,30,10,10,55,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
978,17,3,3,70,85,30,10,10,60,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
979,17,3,3,70,85,30,10,10,60,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
980,17,3,3,70,85,30,10,10,60,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
981,17,3,3,70,85,30,10,15,50,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
982,17,3,3,70,85,30,10,15,50,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
983,17,3,3,70,85,30,10,15,50,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
984,17,3,3,70,85,30,10,15,55,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
985,17,3,3,70,85,30,10,15,55,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
986,17,3,3,70,85,30,10,15,55,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
987,17,3,3,70,85,30,10,15,60,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
988,17,3,3,70,85,30,10,15,60,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
989,17,3,3,70,85,30,10,15,60,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
990,17,3,3,70,85,30,10,20,50,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
991,17,3,3,70,85,30,10,20,50,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
992,17,3,3,70,85,30,10,20,50,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
993,17,3,3,70,85,30,10,20,55,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
994,17,3,3,70,85,30,10,20,55,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
995,17,3,3,70,85,30,10,20,55,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
996,17,3,3,70,85,30,10,20,60,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
997,17,3,3,70,85,30,10,20,60,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
998,17,3,3,70,85,30,10,20,60,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
999,17,3,3,70,85,30,15,10,50,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1000,17,3,3,70,85,30,15,10,50,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1001,17,3,3,70,85,30,15,10,50,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1002,17,3,3,70,85,30,15,10,55,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1003,17,3,3,70,85,30,15,10,55,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1004,17,3,3,70,85,30,15,10,55,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1005,17,3,3,70,85,30,15,10,60,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1006,17,3,3,70,85,30,15,10,60,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1007,17,3,3,70,85,30,15,10,60,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1008,17,3,3,70,85,30,15,15,50,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1009,17,3,3,70,85,30,15,15,50,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1010,17,3,3,70,85,30,15,15,50,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1011,17,3,3,70,85,30,15,15,55,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1012,17,3,3,70,85,30,15,15,55,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1013,17,3,3,70,85,30,15,15,55,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1014,17,3,3,70,85,30,15,15,60,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1015,17,3,3,70,85,30,15,15,60,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1016,17,3,3,70,85,30,15,15,60,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1017,17,3,3,70,85,30,15,20,50,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1018,17,3,3,70,85,30,15,20,50,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1019,17,3,3,70,85,30,15,20,50,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1020,17,3,3,70,85,30,15,20,55,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1021,17,3,3,70,85,30,15,20,55,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1022,17,3,3,70,85,30,15,20,55,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1023,17,3,3,70,85,30,15,20,60,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1024,17,3,3,70,85,30,15,20,60,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1025,17,3,3,70,85,30,15,20,60,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1026,17,3,3,70,85,30,20,10,50,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1027,17,3,3,70,85,30,20,10,50,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1028,17,3,3,70,85,30,20,10,50,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1029,17,3,3,70,85,30,20,10,55,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1030,17,3,3,70,85,30,20,10,55,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1031,17,3,3,70,85,30,20,10,55,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1032,17,3,3,70,85,30,20,10,60,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1033,17,3,3,70,85,30,20,10,60,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1034,17,3,3,70,85,30,20,10,60,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1035,17,3,3,70,85,30,20,15,50,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1036,17,3,3,70,85,30,20,15,50,5,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1037,17,3,3,70,85,30,20,15,50,10,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
1038,17,3,3,70,85,30,20,15,55,1,8852.94309224,77.0588618448,"[('buying', Timestamp('2018-03-30 02:00:00'), 318.41000000000003, 15.545994158474921, 0), ('selling', Timestamp('2018-04-24 02:00:00'), 575.22000000000003, 0, 8852.9430922395641)]",
